pass_id,mode,batch_size,prefill_tokens,decode_tokens,avg_seq_len,forward_time_ms
599,DECODE,224,0,224,269.69,6.52
600,EXTEND,4,233,0,145.50,27.05
601,DECODE,226,0,226,269.20,6.87
602,EXTEND,4,42,0,141.25,19.62
603,DECODE,227,0,227,268.30,6.48
604,EXTEND,4,328,0,169.00,21.84
605,DECODE,231,0,231,267.58,6.55
606,DECODE,231,0,231,268.58,6.36
607,DECODE,226,0,226,270.86,6.51
608,EXTEND,5,138,0,149.20,20.94
609,DECODE,223,0,223,272.65,6.40
610,EXTEND,6,224,0,191.83,15.25
611,DECODE,228,0,228,272.12,6.38
612,EXTEND,4,4,0,146.00,14.86
613,DECODE,229,0,229,270.54,6.56
614,EXTEND,4,565,0,250.75,21.24
615,DECODE,231,0,231,270.74,6.58
616,EXTEND,4,4,0,238.50,14.92
617,DECODE,234,0,234,271.67,7.38
618,EXTEND,3,145,0,148.67,20.56
619,DECODE,236,0,236,271.33,6.52
620,EXTEND,3,3,0,157.00,14.48
621,DECODE,238,0,238,271.18,6.54
622,EXTEND,2,2,0,167.00,17.10
623,DECODE,239,0,239,271.77,6.57
624,EXTEND,2,53,0,146.50,18.79
625,DECODE,237,0,237,272.93,6.18
626,EXTEND,3,88,0,151.33,14.47
627,DECODE,237,0,237,272.98,6.13
628,EXTEND,3,3,0,161.67,14.65
629,DECODE,236,0,236,272.92,6.28
630,EXTEND,4,145,0,147.00,17.12
631,DECODE,239,0,239,272.08,6.44
632,EXTEND,3,3,0,137.33,14.66
633,DECODE,240,0,240,271.61,6.27
634,EXTEND,3,141,0,168.00,20.87
635,DECODE,240,0,240,271.52,6.32
636,EXTEND,3,81,0,169.33,14.65
637,DECODE,242,0,242,271.48,7.24
638,EXTEND,2,2,0,184.00,16.55
639,DECODE,239,0,239,272.93,6.94
640,EXTEND,4,113,0,163.00,16.42
641,DECODE,241,0,241,272.89,6.55
